2016/11/15 16:43,1234-123456789012-72f0-e957,1234-123456789012-4848-8faf,1
2016/11/15 16:44,1234-123456789012-72f0-e957,1234-123456789012-4848-8faf,0.5
2016/11/15 16:44,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/15 16:46,1234-123456789012-72f0-e957,1234-123456789012-4848-8faf,0.35
2016/11/15 16:46,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,1.25
2016/11/15 16:47,1234-123456789012-72f0-e957,1234-123456789012-5990-e99f,-1
2016/11/15 16:48,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,0.39
2016/11/15 16:49,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,1
2016/11/15 16:50,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,0.7
2016/11/15 16:51,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,0.44
2016/11/15 16:53,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/15 16:53,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/15 16:54,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,1
2016/11/15 16:55,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,1.12
2016/11/15 16:56,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,0.63
2016/11/15 16:57,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,1.25
2016/11/15 17:00,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,1
2016/11/15 17:00,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,1.12
2016/11/15 17:03,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,1.99
2016/11/15 17:14,1234-123456789012-72f0-e957,1234-123456789012-4848-8faf,1.58
2016/11/15 17:15,1234-123456789012-72f0-e957,1234-123456789012-4848-8faf,1
2016/11/15 17:16,1234-123456789012-72f0-e957,1234-123456789012-4848-8faf,1.41
2016/11/15 17:19,1234-123456789012-72f0-e957,1234-123456789012-18d8-936d,1
2016/11/15 17:20,1234-123456789012-72f0-e957,1234-123456789012-18d8-936d,2.23
2016/11/15 17:21,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,0.05
2016/11/15 17:21,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,0.03
2016/11/15 17:22,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,0.25
2016/11/15 17:22,1234-123456789012-72f0-e957,1234-123456789012-18d8-936d,1.25
2016/11/15 17:23,1234-123456789012-72f0-e957,1234-123456789012-18d8-936d,-1
2016/11/15 17:24,1234-123456789012-72f0-e957,1234-123456789012-18d8-936d,-1
2016/11/15 17:24,1234-123456789012-72f0-e957,1234-123456789012-18d8-936d,1
2016/11/15 17:24,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,-1
2016/11/15 17:25,1234-123456789012-72f0-e957,1234-123456789012-18d8-936d,1.41
2016/11/15 17:26,1234-123456789012-72f0-e957,1234-123456789012-18d8-936d,1
2016/11/15 17:27,1234-123456789012-72f0-e957,1234-123456789012-18d8-936d,1
2016/11/15 17:28,1234-123456789012-72f0-e957,1234-123456789012-18d8-936d,1.25
2016/11/15 17:29,1234-123456789012-72f0-e957,1234-123456789012-18d8-936d,1.41
2016/11/15 17:30,1234-123456789012-72f0-e957,1234-123456789012-18d8-936d,1.41
2016/11/15 17:31,1234-123456789012-72f0-e957,1234-123456789012-18d8-936d,1.58
2016/11/15 17:32,1234-123456789012-72f0-e957,1234-123456789012-18d8-936d,1.58
2016/11/15 17:33,1234-123456789012-72f0-e957,1234-123456789012-18d8-936d,1.99
2016/11/15 17:34,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,0.15
2016/11/15 17:34,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,0.01
2016/11/15 17:34,1234-123456789012-72f0-e957,1234-123456789012-18d8-936d,1.99
2016/11/15 17:34,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,0.03
2016/11/15 17:36,1234-123456789012-72f0-e957,1234-123456789012-18d8-936d,1.25
2016/11/15 17:40,1234-123456789012-72f0-e957,1234-123456789012-18d8-936d,1.58
2016/11/15 17:40,1234-123456789012-72f0-e957,1234-123456789012-18d8-936d,-1
2016/11/15 17:40,1234-123456789012-72f0-e957,1234-123456789012-4848-8faf,1.99
2016/11/15 17:40,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,0.35
2016/11/15 17:40,1234-123456789012-72f0-e957,1234-123456789012-18d8-936d,-1
2016/11/15 17:40,1234-123456789012-72f0-e957,1234-123456789012-4848-8faf,-1
2016/11/15 17:40,1234-123456789012-72f0-e957,1234-123456789012-18d8-936d,1.25
2016/11/15 17:40,1234-123456789012-72f0-e957,1234-123456789012-4848-8faf,1.25
2016/11/15 17:40,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,0.35
2016/11/15 17:40,1234-123456789012-72f0-e957,1234-123456789012-18d8-936d,1.25
2016/11/15 17:41,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,1.41
2016/11/15 17:41,1234-123456789012-72f0-e957,1234-123456789012-4848-8faf,0.39
2016/11/15 17:41,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,0.28
2016/11/15 17:41,1234-123456789012-72f0-e957,1234-123456789012-4848-8faf,0.89
2016/11/15 17:42,1234-123456789012-72f0-e957,1234-123456789012-4848-8faf,1.99
2016/11/15 17:42,1234-123456789012-72f0-e957,1234-123456789012-4848-8faf,2.81
2016/11/17 13:42,1234-123456789012-72f0-e957,1234-123456789012-4848-8faf,-1
2016/11/17 13:43,1234-123456789012-72f0-e957,1234-123456789012-4848-8faf,-1
2016/11/17 13:44,1234-123456789012-72f0-e957,1234-123456789012-84b0-5b00,-1
2016/11/17 13:47,1234-123456789012-72f0-e957,1234-123456789012-84b0-5b00,1
2016/11/17 13:49,1234-123456789012-72f0-e957,1234-123456789012-84b0-5b00,0.5
2016/11/17 13:51,1234-123456789012-72f0-e957,1234-123456789012-84b0-5b00,0.44
2016/11/17 13:54,1234-123456789012-72f0-e957,1234-123456789012-84b0-5b00,0.79
2016/11/17 14:15,1234-123456789012-72f0-e957,1234-123456789012-84b0-5b00,1.41
2016/11/17 14:18,1234-123456789012-72f0-e957,1234-123456789012-84b0-5b00,1.99
2016/11/17 14:20,1234-123456789012-72f0-e957,1234-123456789012-84b0-5b00,2.81
2016/11/17 14:55,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,-1
2016/11/17 14:55,1234-123456789012-72f0-e957,1234-123456789012-84b0-5b00,1.25
2016/11/17 14:55,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 14:55,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,-1
2016/11/17 14:55,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 14:55,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 14:55,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,-1
2016/11/17 14:55,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,0.35
2016/11/17 14:55,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,0.17
2016/11/17 14:55,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 14:55,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,0.22
2016/11/17 14:56,1234-123456789012-72f0-e957,1234-123456789012-84b0-5b00,2.51
2016/11/17 14:56,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,1
2016/11/17 14:56,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,0.63
2016/11/17 14:56,1234-123456789012-72f0-e957,1234-123456789012-84b0-5b00,-1
2016/11/17 14:56,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,-1
2016/11/17 14:56,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,0.63
2016/11/17 14:56,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,0.5
2016/11/17 14:56,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,0.39
2016/11/17 14:57,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,2.81
2016/11/17 14:57,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,0.89
2016/11/17 14:57,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,0.56
2016/11/17 14:57,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,0.15
2016/11/17 14:57,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,0.63
2016/11/17 14:57,1234-123456789012-72f0-e957,1234-123456789012-84b0-5b00,2.51
2016/11/17 14:57,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,0.35
2016/11/17 14:57,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,0.63
2016/11/17 14:57,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,0.63
2016/11/17 14:57,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 14:57,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 14:57,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,0.39
2016/11/17 14:58,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,0.39
2016/11/17 14:58,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,0.44
2016/11/17 14:58,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,0.56
2016/11/17 14:58,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,1.12
2016/11/17 14:59,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,1.99
2016/11/17 14:59,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,1.41
2016/11/17 14:59,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,0.89
2016/11/17 14:59,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 14:59,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,2.81
2016/11/17 14:59,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 14:59,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,0.44
2016/11/17 14:59,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,0.39
2016/11/17 15:00,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,0.89
2016/11/17 15:00,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,0.56
2016/11/17 15:00,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,0.89
2016/11/17 15:00,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,3.54
2016/11/17 15:00,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,3.16
2016/11/17 15:00,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,0.79
2016/11/17 15:00,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,2.81
2016/11/17 15:01,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,-1
2016/11/17 15:01,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,-1
2016/11/17 15:02,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 15:02,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 15:02,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,0.79
2016/11/17 15:03,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,0.7
2016/11/17 15:03,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,0.79
2016/11/17 15:03,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,1
2016/11/17 15:03,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,1.41
2016/11/17 15:03,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,1
2016/11/17 15:04,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,1.41
2016/11/17 15:04,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,0.35
2016/11/17 15:05,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 15:06,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 15:06,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,1.25
2016/11/17 15:06,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,0.7
2016/11/17 15:07,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 15:07,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,1
2016/11/17 15:07,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 15:08,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,1.41
2016/11/17 15:08,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 15:08,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,2.81
2016/11/17 15:08,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,1.99
2016/11/17 15:09,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 15:09,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,-1
2016/11/17 15:09,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,-1
2016/11/17 15:09,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,1.99
2016/11/17 15:10,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,0.79
2016/11/17 15:10,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 15:10,1234-123456789012-72f0-e957,1234-123456789012-84b0-5b00,-1
2016/11/17 15:10,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,1.99
2016/11/17 15:11,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,1.99
2016/11/17 15:11,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 15:11,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 15:12,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,2.81
2016/11/17 15:12,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 15:12,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,-1
2016/11/17 15:12,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 15:13,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 15:14,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,-1
2016/11/17 15:14,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 15:16,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,1.25
2016/11/17 15:16,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,1.25
2016/11/17 15:16,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,-1
2016/11/17 15:16,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,1
2016/11/17 15:16,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,1.12
2016/11/17 15:16,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,1
2016/11/17 15:17,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,-1
2016/11/17 15:17,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,1.58
2016/11/17 15:17,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,1.77
2016/11/17 15:17,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,0.7
2016/11/17 15:17,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 15:17,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,0.79
2016/11/17 15:18,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,1
2016/11/17 15:18,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,1.58
2016/11/17 15:18,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,-1
2016/11/17 15:18,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 15:18,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,-1
2016/11/17 15:19,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,1
2016/11/17 15:19,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,0.79
2016/11/17 15:19,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 15:19,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 15:20,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,14.12
2016/11/17 15:20,1234-123456789012-72f0-e957,1234-123456789012-84b0-5b00,-1
2016/11/17 15:21,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 15:21,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 15:23,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,-1
2016/11/17 15:26,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,0.56
2016/11/17 15:26,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,22.38
2016/11/17 15:26,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,-1
2016/11/17 15:26,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 15:27,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,0.56
2016/11/17 15:27,1234-123456789012-72f0-e957,1234-123456789012-84b0-5b00,-1
2016/11/17 15:27,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,2.23
2016/11/17 15:27,1234-123456789012-72f0-e957,1234-123456789012-84b0-5b00,-1
2016/11/17 15:27,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,2.23
2016/11/17 15:27,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,0.89
2016/11/17 15:27,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,3.16
2016/11/17 15:27,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,3.98
2016/11/17 15:28,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 15:29,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,1
2016/11/17 15:29,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 15:30,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,0.89
2016/11/17 15:30,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,1.41
2016/11/17 15:30,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 15:31,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,1.25
2016/11/17 15:31,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,1.41
2016/11/17 15:31,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,1.12
2016/11/17 15:32,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,0.7
2016/11/17 15:33,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 15:33,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,1
2016/11/17 15:34,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,1
2016/11/17 15:34,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 15:34,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,0.79
2016/11/17 15:34,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,3.98
2016/11/17 15:34,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,-1
2016/11/17 15:35,1234-123456789012-72f0-e957,1234-123456789012-84b0-5b00,-1
2016/11/17 15:35,1234-123456789012-72f0-e957,1234-123456789012-84b0-5b00,-1
2016/11/17 15:35,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 15:35,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,1.99
2016/11/17 15:36,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,1.99
2016/11/17 15:36,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,1.41
2016/11/17 15:36,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 15:36,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,-1
2016/11/17 15:36,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,1.12
2016/11/17 15:36,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 15:36,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,-1
2016/11/17 15:36,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,2.23
2016/11/17 15:37,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 15:37,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 15:38,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,1.58
2016/11/17 15:38,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,3.16
2016/11/17 15:38,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,-1
2016/11/17 15:38,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,1
2016/11/17 15:39,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,1
2016/11/17 15:39,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,1.12
2016/11/17 15:39,1234-123456789012-72f0-e957,1234-123456789012-84b0-5b00,-1
2016/11/17 15:39,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,0.79
2016/11/17 15:39,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,-1
2016/11/17 15:39,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,-1
2016/11/17 15:39,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,1.77
2016/11/17 15:40,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 15:40,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 15:40,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,2.23
2016/11/17 15:41,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,0.79
2016/11/17 15:41,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,5.62
2016/11/17 15:41,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 15:42,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,3.16
2016/11/17 15:42,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,3.54
2016/11/17 15:42,1234-123456789012-72f0-e957,1234-123456789012-a782-10c4,-1
2016/11/17 15:42,1234-123456789012-72f0-e957,1234-123456789012-8f60-f162,0.7
